top200_Celf4_targets,top500_Celf4_targets,parikshak_2016_ctx.M4,parikshak_2016_ctx.M9,parikshak_2016_ctx.M10,parikshak_2016_ctx.M16,parikshak_2016_ctx.M19,parikshak_2016_ctx.M20,psychEncode_ASD_FDR<0.01,psychEncode_ASD_FDR<0.001,psychEncode_SCZ_FDR<10e-5,psychEncode_SCZ_FDR<10e-9,psychEncode_BD_FDR<0.01,psychEncode_BD_FDR<0.001,SFARI_ASD_Candidate,FMRP_targets_Darnell_2014,conserved_CHD8_promoters_Cotney_2015,CPEB4_binding_Parras_2018,Rbfox1_up_target_genes_Lee_2016,All_Rbfox1_regulated_genes_lee_2016,All_Rbfox1_3'UTR_targets_Lee_2016
,,,,,,,,,,,,,,,,ZNF276,,,Gm13749,Syt4
,,,,,,,,,,,,,,,,ZNF276,,,Il27,Tac1
,,,,,,,,,,,,,,,,TCF25,,,Fpr1,Tanc2
,,,,,,,,,,,,,,,,FAM57A,,,Gldn,Taok1
,,,,,,,,,,,,,,,,GLOD4,,,Fam19a4,Tax1bp1
,,,,,,,,,,,,,,,,RNMTL1,,,Arsj,Tbl1xr1
,,,,,,,,,,,,,,,,YWHAE,,,Slitrk4,Tcf25
,,,,,,,,,,,,,,,,SLC43A2,,,Nxph3,Tial1
,,,,,,,,,,,,,,,,SMG6,,,Nqo2,Tkt
,,,,,,,,,,,,,,,,SRR,,,Ptgs1,Tll1
,,,,,,,,,,,,,,,,MNT,,,Ankrd34c,Tmed10
,,,,,,,,,,,,,,,,PAFAH1B1,,,Gal3st3,Tmem111
,,,,,,,,,,,,,,,,CLUH,,,Sacs,Tmem151a
,,,,,,,,,,,,,,,,CYB5D2,,,Pthlh,Tmem151b
,,,,,,,,,,,,,,,,CYB5D2,,,C1galt1c1,Tmem179
,,,,,,,,,,,,,,,,ZZEF1,,,Amz1,Tmem201
,,,,,,,,,,,,,,,,UBE2G1,,,Spink8,Tmem25
,,,,,,,,,,,,,,,,PELP1,,,Neto1,Tmem29
,,,,,,,,,,,,,,,,SPAG7,,,Armcx6,Tmem35
,,,,,,,,,,,,,,,,KIAA0753,,,Prokr2,Tmem49
,,,,,,,,,,,,,,,,TXNDC17,,,Creg2,Tmem50b
,,,,,,,,,,,,,,,,GABARAP,,,Sv2c,Tmem62
,,,,,,,,,,,,,,,,NEURL4,,,Hspb3,Tmem65
,,,,,,,,,,,,,,,,POLR2A,,,Kcnf1,Tmem66
,,,,,,,,,,,,,,,,ZBTB4,,,Tbc1d22a,Tmem8b
,,,,,,,,,,,,,,,,SENP3,,,Pld4,Tmod2
,,,,,,,,,,,,,,,,SENP3-EIF4A1,,,Gpr17,Tnpo2
,,,,,,,,,,,,,,,,TP53,,,Cx3cr1,Tnrc18
,,,,,,,,,,,,,,,,WRAP53,,,Acot4,Tollip
,,,,,,,,,,,,,,,,WRAP53,,,Ubxn8,Tpp2
,,,,,,,,,,,,,,,,WRAP53,,,Cyp2j6,Tprgl
,,,,,,,,,,,,,,,,CYB5D1,,,Spink2,Trim2
,,,,,,,,,,,,,,,,LSMD1,,,Cdh22,Trim46
,,,,,,,,,,,,,,,,ALOXE3,,,Gm9899,Trp53inp2
,,,,,,,,,,,,,,,,ALOXE3,,,Gm879,Tsn
,,,,,,,,,,,,,,,,MYH10,,,Tdrd9,Tspan2
,,,,,,,,,,,,,,,,MAP2K4,,,Cthrc1,Tspyl1
,,,,,,,,,,,,,,,,NCOR1,,,Sytl5,Ttbk1
,,,,,,,,,,,,,,,,PIGL,,,Afp,Ttl
,,,,,,,,,,,,,,,,ZNF624,,,Nfic,Ttyh3
,,,,,,,,,,,,,,,,RAI1,,,Nell1,Tuba4a
,,,,,,,,,,,,,,,,PRPSAP2,,,Myh8,Tubb2a
,,,,,,,,,,,,,,,,PRPSAP2,,,Prr9,Txndc12
,,,,,,,,,,,,,,,,ULK2,,,Ier5,Ube2a
,,,,,,,,,,,,,,,,USP22,,,St8sia3,Ube2d3
,,,,,,,,,,,,,,,,NARR,,,Ide,Ube2g1
,,,,,,,,,,,,,,,,RAB34,,,Kcne1l,Ube2j1
,,,,,,,,,,,,,,,,RAB34,,,Ldoc1,Ube2k
,,,,,,,,,,,,,,,,RAB34,,,Idi1,Ube2n
,,,,,,,,,,,,,,,,RAB34,,,4930453N24Rik,Ube2ql1
,,,,,,,,,,,,,,,,RPL23A,,,Arr3,Ube3c
,,,,,,,,,,,,,,,,SNORD42B,,,Blnk,Ubl3
,,,,,,,,,,,,,,,,PHF12,,,Kcnc3,Ubqln1
,,,,,,,,,,,,,,,,MYO18A,,,Cd300lb,Ubr2
,,,,,,,,,,,,,,,,NUFIP2,,,Cyp26b1,Ubxn7
,,,,,,,,,,,,,,,,MIR4523,,,Gm1574,Ufd1l
,,,,,,,,,,,,,,,,TAOK1,,,Chi3l1,Ulk2
,,,,,,,,,,,,,,,,EFCAB5,,,Plcxd1,Unc5b
,,,,,,,,,,,,,,,,SSH2,,,Gpr139,Usp22
,,,,,,,,,,,,,,,,MIR3184,,,Ankrd23,Vbp1
,,,,,,,,,,,,,,,,MIR423,,,Cxx1a,Vcpip1
,,,,,,,,,,,,,,,,NSRP1,,,Tmem100,Vps26b
,,,,,,,,,,,,,,,,BLMH,,,Zfp804a,Vps29
,,,,,,,,,,,,,,,,ATAD5,,,C1qtnf9,Vti1a
,,,,,,,,,,,,,,,,RHOT1,,,Pappa2,Wasf1
,,,,,,,,,,,,,,,,C17orf75,,,Kbtbd5,Wasl
,,,,,,,,,,,,,,,,PSMD11,,,Tmem90b,Wbp2
,,,,,,,,,,,,,,,,CDK5R1,,,Nrarp,Wdr13
,,,,,,,,,,,,,,,,LIG3,,,3110003A17Rik,Wdr37
,,,,,,,,,,,,,,,,GGNBP2,,,Slc45a4,Wsb2
,,,,,,,,,,,,,,,,SOCS7,,,Car15,Xpo1
,,,,,,,,,,,,,,,,PCGF2,,,Alms1-ps2,Ypel3
,,,,,,,,,,,,,,,,PSMB3,,,Gm2115,Ypel5
,,,,,,,,,,,,,,,,PIP4K2B,,,2810011L19Rik,Ythdf1
,,,,,,,,,,,,,,,,PSMD3,,,Hipk1,Ythdf3
,,,,,,,,,,,,,,,,MSL1,,,Spag9,Ywhaq
,,,,,,,,,,,,,,,,CASC3,,,Scn8a,Ywhaz
,,,,,,,,,,,,,,,,SMARCE1,,,Rev1,Zbtb11
,,,,,,,,,,,,,,,,EIF1,,,Mbnl1,Zdhhc21
,,,,,,,,,,,,,,,,DNAJC7,,,Ddah1,Zdhhc8
,,,,,,,,,,,,,,,,DNAJC7,,,Pds5b,Zfp142
,,,,,,,,,,,,,,,,NKIRAS2,,,Arhgap21,Zfp160
,,,,,,,,,,,,,,,,RAB5C,,,Zbtb44,Zfp207
,,,,,,,,,,,,,,,,STAT5B,,,Ank3,Zfp239
,,,,,,,,,,,,,,,,NBR1,,,Kcnc4,Zfp354c
,,,,,,,,,,,,,,,,NBR1,,,Ankrd52,Zfp46
,,,,,,,,,,,,,,,,NBR1,,,Arl5b,Zfp704
,,,,,,,,,,,,,,,,HDAC5,,,Tom1l2,Zfr
,,,,,,,,,,,,,,,,UBTF,,,Dlg3,Zmat2
,,,,,,,,,,,,,,,,UBTF,,,Calm1,Zmpste24
,,,,,,,,,,,,,,,,UBTF,,,Fbxo9,Zmynd11
,,,,,,,,,,,,,,,,FAM171A2,,,Rac1,Znrf1
,,,,,,,,,,,,,,,,GPATCH8,,,Celf2,Zwint
,,,,,,,,,,,,,,,,FZD2,,,Rab11a,
,,,,,,,,,,,,,,,,HEXIM1,,,Ulk2,
,,,,,,,,,,,,,,,,HEXIM2,,,Ubqln1,
,,,,,,,,,,,,,,,,KANSL1,,,Apc,
,,,,,,,,,,,,,,,,KANSL1,,,Nr2c2,
,,,,,,,,,,,,,,,,KANSL1-AS1,,,Syn2,
,,,,,,,,,,,,,,,,CDC27,,,Hivep2,
,,,,,,,,,,,,,,,,KPNB1,,,Ttbk1,
,,,,,,,,,,,,,,,,KPNB1,,,Zfp207,
,,,,,,,,,,,,,,,,IGF2BP1,,,Rhot1,
,,,,,,,,,,,,,,,,ZNF652,,,Pip4k2b,
,,,,,,,,,,,,,,,,ZNF652,,,Akt3,
,,,,,,,,,,,,,,,,SPOP,,,Ccar1,
,,,,,,,,,,,,,,,,SLC35B1,,,Cand1,
,,,,,,,,,,,,,,,,SAMD14,,,Ppp2ca,
,,,,,,,,,,,,,,,,PPP1R9B,,,Ube2b,
,,,,,,,,,,,,,,,,ANKRD40,,,Dynll2,
,,,,,,,,,,,,,,,,LUC7L3,,,Pafah1b1,
,,,,,,,,,,,,,,,,TOB1,,,Ywhae,
,,,,,,,,,,,,,,,,TOB1,,,Klhdc2,
,,,,,,,,,,,,,,,,TOB1-AS1,,,Rtn1,
,,,,,,,,,,,,,,,,MBTD1,,,Wdr37,
,,,,,,,,,,,,,,,,UTP18,,,Zmynd11,
,,,,,,,,,,,,,,,,COX11,,,Id4,
,,,,,,,,,,,,,,,,STXBP4,,,Agtpbp1,
,,,,,,,,,,,,,,,,COIL,,,Scamp1,
,,,,,,,,,,,,,,,,MSI2,,,Kif2a,
,,,,,,,,,,,,,,,,MSI2,,,Ppp3cb,
,,,,,,,,,,,,,,,,VEZF1,,,Arf4,
,,,,,,,,,,,,,,,,DHX40,,,Nefl,
,,,,,,,,,,,,,,,,CLTC,,,Ctnnd2,
,,,,,,,,,,,,,,,,INTS2,,,App,
,,,,,,,,,,,,,,,,MED13,,,Enah,
,,,,,,,,,,,,,,,,TLK2,,,Nudt3,
,,,,,,,,,,,,,,,,LIMD2,,,Nedd4l,
,,,,,,,,,,,,,,,,LOC729683,,,Fth1,
,,,,,,,,,,,,,,,,CEP95,,,Tnks2,
,,,,,,,,,,,,,,,,DDX5,,,Hdgfrp3,
,,,,,,,,,,,,,,,,SMURF2,,,Sp4,
,,,,,,,,,,,,,,,,GNA13,,,Rabgef1,
,,,,,,,,,,,,,,,,AXIN2,,,Hprt,
,,,,,,,,,,,,,,,,HELZ,,,Stau2,
,,,,,,,,,,,,,,,,BPTF,,,Mff,
,,,,,,,,,,,,,,,,PRKAR1A,,,Cdc42bpa,
,,,,,,,,,,,,,,,,PRKAR1A,,,Rgs7,
,,,,,,,,,,,,,,,,PRKAR1A,,,Dcaf6,
,,,,,,,,,,,,,,,,RPL38,,,Kifap3,
,,,,,,,,,,,,,,,,ICT1,,,Abi2,
,,,,,,,,,,,,,,,,SUMO2,,,Rab14,
,,,,,,,,,,,,,,,,KIAA0195,,,Kif3b,
,,,,,,,,,,,,,,,,CASKIN2,,,Tbl1xr1,
,,,,,,,,,,,,,,,,TSEN54,,,Kpna4,
,,,,,,,,,,,,,,,,MIR4738,,,Pfn2,
,,,,,,,,,,,,,,,,UNK,,,Fubp1,
,,,,,,,,,,,,,,,,UBALD2,,,Dnajb4,
,,,,,,,,,,,,,,,,MFSD11,,,Ash1l,
,,,,,,,,,,,,,,,,MFSD11,,,Ptbp2,
,,,,,,,,,,,,,,,,MFSD11,,,Zranb2,
,,,,,,,,,,,,,,,,MIR636,,,Mmp16,
,,,,,,,,,,,,,,,,SRSF2,,,Lmo4,
,,,,,,,,,,,,,,,,MGAT5B,,,Tmeff1,
,,,,,,,,,,,,,,,,USP36,,,Ube2k,
,,,,,,,,,,,,,,,,CBX4,,,Atp2a2,
,,,,,,,,,,,,,,,,RPTOR,,,Fam3c,
,,,,,,,,,,,,,,,,CHMP6,,,Dync1i1,
,,,,,,,,,,,,,,,,BAHCC1,,,Prickle2,
,,,,,,,,,,,,,,,,MIR4740,,,Foxp1,
,,,,,,,,,,,,,,,,ACTG1,,,Arl8b,
,,,,,,,,,,,,,,,,NPLOC4,,,Kras,
,,,,,,,,,,,,,,,,ARHGDIA,,,Fgf13,
,,,,,,,,,,,,,,,,ARHGDIA,,,Gpm6b,
,,,,,,,,,,,,,,,,ASPSCR1,,,Gpm6a,
,,,,,,,,,,,,,,,,RAC3,,,Itfg1,
,,,,,,,,,,,,,,,,FASN,,,Thy1,
,,,,,,,,,,,,,,,,CCDC57,,,Tmem30a,
,,,,,,,,,,,,,,,,WDR45B,,,Nptn,
,,,,,,,,,,,,,,,,TBCD,,,Ccdc88a,
,,,,,,,,,,,,,,,,USP14,,,Snap91,
,,,,,,,,,,,,,,,,CBX3P2,,,Cplx1,
,,,,,,,,,,,,,,,,SMCHD1,,,Kcnk1,
,,,,,,,,,,,,,,,,LPIN2,,,Nsf,
,,,,,,,,,,,,,,,,MYL12B,,,4933407C03Rik,
,,,,,,,,,,,,,,,,MYL12B,,,Zdhhc17,
,,,,,,,,,,,,,,,,MYL12B,,,Dgkb,
,,,,,,,,,,,,,,,,ZBTB14,,,Calm2,
,,,,,,,,,,,,,,,,ZBTB14,,,Rab8b,
,,,,,,,,,,,,,,,,ZBTB14,,,Otud4,
,,,,,,,,,,,,,,,,ZBTB14,,,Paip2,
,,,,,,,,,,,,,,,,RALBP1,,,Matr3,
,,,,,,,,,,,,,,,,PPP4R1,,,Atp8a1,
,,,,,,,,,,,,,,,,VAPA,,,Fermt2,
,,,,,,,,,,,,,,,,NAPG,,,Snrk,
,,,,,,,,,,,,,,,,CHMP1B,,,Egr1,
,,,,,,,,,,,,,,,,MPPE1,,,Ak5,
,,,,,,,,,,,,,,,,SLMO1,,,Lsm14b,
,,,,,,,,,,,,,,,,PSMG2,,,Rab3gap2,
,,,,,,,,,,,,,,,,SPIRE1,,,Cpeb2,
,,,,,,,,,,,,,,,,SPIRE1,,,Rab11fip2,
,,,,,,,,,,,,,,,,SPIRE1,,,Pitpnc1,
,,,,,,,,,,,,,,,,CEP76,,,Ambra1,
,,,,,,,,,,,,,,,,PSMG2,,,Eif4h,
,,,,,,,,,,,,,,,,PTPN2,,,Fam117b,
,,,,,,,,,,,,,,,,LDLRAD4,,,Elmod1,
,,,,,,,,,,,,,,,,LDLRAD4,,,Prkce,
,,,,,,,,,,,,,,,,SNRPD1,,,Vcpip1,
,,,,,,,,,,,,,,,,MIB1,,,Basp1,
,,,,,,,,,,,,,,,,TTC39C,,,Gphn,
,,,,,,,,,,,,,,,,SS18,,,Fbxo28,
,,,,,,,,,,,,,,,,KCTD1,,,Usp14,
,,,,,,,,,,,,,,,,KCTD1,,,Prkca,
,,,,,,,,,,,,,,,,KCTD1,,,Camk2n2,
,,,,,,,,,,,,,,,,KCTD1,,,Ywhag,
,,,,,,,,,,,,,,,,CDH2,,,Magi3,
,,,,,,,,,,,,,,,,B4GALT6,,,Mtap1b,
,,,,,,,,,,,,,,,,RNF138,,,Slc8a1,
,,,,,,,,,,,,,,,,RNF138,,,Ddx17,
,,,,,,,,,,,,,,,,ZNF24,,,Srsf11,
,,,,,,,,,,,,,,,,ELP2,,,Spna2,
,,,,,,,,,,,,,,,,SLC39A6,,,Tspan7,
,,,,,,,,,,,,,,,,FHOD3,,,Fam133b,
,,,,,,,,,,,,,,,,SETBP1,,,Gcap14,
,,,,,,,,,,,,,,,,SETBP1,,,Nap1l4,
,,,,,,,,,,,,,,,,RNF165,,,Kcnd2,
,,,,,,,,,,,,,,,,IER3IP1,,,Rapgef2,
,,,,,,,,,,,,,,,,SMAD2,,,Usp31,
,,,,,,,,,,,,,,,,SMAD2,,,Jazf1,
,,,,,,,,,,,,,,,,SMAD7,,,Sox11,
,,,,,,,,,,,,,,,,ME2,,,Syt11,
,,,,,,,,,,,,,,,,MEX3C,,,Slitrk1,
,,,,,,,,,,,,,,,,TCF4,,,Ywhaq,
,,,,,,,,,,,,,,,,TCF4,,,Ube2d3,
,,,,,,,,,,,,,,,,TCF4,,,Maea,
,,,,,,,,,,,,,,,,TXNL1,,,Diap2,
,,,,,,,,,,,,,,,,NEDD4L,,,Fam65b,
,,,,,,,,,,,,,,,,NEDD4L,,,Blcap,
,,,,,,,,,,,,,,,,ZNF532,,,Stc1,
,,,,,,,,,,,,,,,,ZCCHC2,,,Btbd11,
,,,,,,,,,,,,,,,,PHLPP1,,,Rab21,
,,,,,,,,,,,,,,,,KDSR,,,Adcy2,
,,,,,,,,,,,,,,,,SOCS6,,,Lats2,
,,,,,,,,,,,,,,,,LOC400657,,,Myc,
,,,,,,,,,,,,,,,,PQLC1,,,Cntn3,
,,,,,,,,,,,,,,,,RNF126,,,Nr3c2,
,,,,,,,,,,,,,,,,PALM,,,Mier3,
,,,,,,,,,,,,,,,,PTBP1,,,Lum,
,,,,,,,,,,,,,,,,MED16,,,Lgi2,
,,,,,,,,,,,,,,,,ARID3A,,,C330023M02Rik,
,,,,,,,,,,,,,,,,TMEM259,,,Elfn2,
,,,,,,,,,,,,,,,,MIDN,,,Pura,
,,,,,,,,,,,,,,,,CIRBP,,,Onecut2,
,,,,,,,,,,,,,,,,CIRBP-AS1,,,Nrip1,
,,,,,,,,,,,,,,,,NDUFS7,,,Robo2,
,,,,,,,,,,,,,,,,MEX3D,,,Lifr,
,,,,,,,,,,,,,,,,MBD3,,,uc009noe-1,
,,,,,,,,,,,,,,,,REXO1,,,Scn3a,
,,,,,,,,,,,,,,,,DOT1L,,,Timp2,
,,,,,,,,,,,,,,,,PLEKHJ1,,,Cadm1,
,,,,,,,,,,,,,,,,SF3A2,,,Tnrc6b,
,,,,,,,,,,,,,,,,AES,,,Arnt2,
,,,,,,,,,,,,,,,,AES,,,Sepw1,
,,,,,,,,,,,,,,,,CACTIN,,,Copz1,
,,,,,,,,,,,,,,,,PIAS4,,,Igsf5,
,,,,,,,,,,,,,,,,ZBTB7A,,,Pld3,
,,,,,,,,,,,,,,,,MPND,,,Ppfia3,
,,,,,,,,,,,,,,,,PTPRS,,,5730403B10Rik,
,,,,,,,,,,,,,,,,SAFB,,,Map2k1,
,,,,,,,,,,,,,,,,SAFB2,,,Prkacb,
,,,,,,,,,,,,,,,,INSR,,,Pgrmc1,
,,,,,,,,,,,,,,,,SNAPC2,,,Stx1a,
,,,,,,,,,,,,,,,,SNAPC2,,,Fzd3,
,,,,,,,,,,,,,,,,HNRNPM,,,Ndufs2,
,,,,,,,,,,,,,,,,ADAMTS10,,,Fbxw5,
,,,,,,,,,,,,,,,,PPAN,,,Abr,
,,,,,,,,,,,,,,,,PPAN-P2RY11,,,Calm3,
,,,,,,,,,,,,,,,,SNORD105,,,Fyn,
,,,,,,,,,,,,,,,,DNMT1,,,Gopc,
,,,,,,,,,,,,,,,,TMED1,,,Actr2,
,,,,,,,,,,,,,,,,CARM1,,,Wdr82,
,,,,,,,,,,,,,,,,SMARCA4,,,Adcy1,
,,,,,,,,,,,,,,,,SMARCA4,,,Arf5,
,,,,,,,,,,,,,,,,SMARCA4,,,Gria1,
,,,,,,,,,,,,,,,,ELAVL3,,,Fkbp1b,
,,,,,,,,,,,,,,,,TNPO2,,,Kif3c,
,,,,,,,,,,,,,,,,TNPO2,,,Rab10,
,,,,,,,,,,,,,,,,TNPO2,,,Ddx5,
,,,,,,,,,,,,,,,,C19orf43,,,Dlg4,
,,,,,,,,,,,,,,,,IER2,,,Myh10,
,,,,,,,,,,,,,,,,STX10,,,Lsm12,
,,,,,,,,,,,,,,,,SAMD1,,,Tppp,
,,,,,,,,,,,,,,,,AKAP8,,,Hcn1,
,,,,,,,,,,,,,,,,MIR1470,,,Elp3,
,,,,,,,,,,,,,,,,WIZ,,,Zfr,
,,,,,,,,,,,,,,,,TPM4,,,Jph4,
,,,,,,,,,,,,,,,,CHERP,,,Tef,
,,,,,,,,,,,,,,,,ANO8,,,3-Sep,
,,,,,,,,,,,,,,,,GTPBP3,,,Tfrc,
,,,,,,,,,,,,,,,,GTPBP3,,,Pcdhga1,
,,,,,,,,,,,,,,,,GTPBP3,,,Pja2,
,,,,,,,,,,,,,,,,JUND,,,Srsf7,
,,,,,,,,,,,,,,,,MIR3188,,,Pdpk1,
,,,,,,,,,,,,,,,,LSM4,,,Atp6v1g2,
,,,,,,,,,,,,,,,,C19orf60,,,Nars,
,,,,,,,,,,,,,,,,HOMER3,,,Rtn3,
,,,,,,,,,,,,,,,,HOMER3,,,Btbd1,
,,,,,,,,,,,,,,,,HOMER3,,,Bhlhe22,
,,,,,,,,,,,,,,,,HOMER3,,,Arhgdia,
,,,,,,,,,,,,,,,,HOMER3,,,Tollip,
,,,,,,,,,,,,,,,,ARMC6,,,Chm,
,,,,,,,,,,,,,,,,SUGP2,,,Tmem47,
,,,,,,,,,,,,,,,,MEF2BNB,,,Fbxl16,
,,,,,,,,,,,,,,,,MEF2BNB-MEF2B,,,Agfg1,
,,,,,,,,,,,,,,,,RFXANK,,,Itm2c,
,,,,,,,,,,,,,,,,URI1,,,Tmem9,
,,,,,,,,,,,,,,,,ZNF507,,,Rgl1,
,,,,,,,,,,,,,,,,DPY19L3,,,Kif5c,
,,,,,,,,,,,,,,,,DPY19L3,,,Slc25a12,
,,,,,,,,,,,,,,,,LOC400684,,,Mtap1a,
,,,,,,,,,,,,,,,,GPATCH1,,,P2ry1,
,,,,,,,,,,,,,,,,LRP3,,,Dhx36,
,,,,,,,,,,,,,,,,CEBPG,,,Ugcg,
,,,,,,,,,,,,,,,,CEBPG,,,Rad23b,
,,,,,,,,,,,,,,,,KCTD15,,,Btf3l4,
,,,,,,,,,,,,,,,,LSM14A,,,Hp1bp3,
,,,,,,,,,,,,,,,,KIAA0355,,,Htt,
,,,,,,,,,,,,,,,,WTIP,,,Ppp2r2c,
,,,,,,,,,,,,,,,,USF2,,,Ociad1,
,,,,,,,,,,,,,,,,MLL4,,,Wsb2,
,,,,,,,,,,,,,,,,ARHGAP33,,,Ccng2,
,,,,,,,,,,,,,,,,APLP1,,,Ndufa4,
,,,,,,,,,,,,,,,,LRFN3,,,Bcl7b,
,,,,,,,,,,,,,,,,ZNF146,,,Klhdc10,
,,,,,,,,,,,,,,,,ZNF565,,,Herc3,
,,,,,,,,,,,,,,,,ZNF565,,,Mtpn,
,,,,,,,,,,,,,,,,ZFP14,,,Srgap3,
,,,,,,,,,,,,,,,,TIMM50,,,Slc8a2,
,,,,,,,,,,,,,,,,AKT2,,,Rtn2,
,,,,,,,,,,,,,,,,ADCK4,,,Psd3,
,,,,,,,,,,,,,,,,ADCK4,,,Maz,
,,,,,,,,,,,,,,,,ITPKC,,,Ptpn5,
,,,,,,,,,,,,,,,,HNRNPUL1,,,Ophn1,
,,,,,,,,,,,,,,,,HNRNPUL1,,,Pdha1,
,,,,,,,,,,,,,,,,CCDC97,,,Pcm1,
,,,,,,,,,,,,,,,,ERF,,,Cx3cl1,
,,,,,,,,,,,,,,,,CIC,,,Map1lc3b,
,,,,,,,,,,,,,,,,PAFAH1B3,,,Hsbp1,
,,,,,,,,,,,,,,,,PAFAH1B3,,,2610101N10Rik,
,,,,,,,,,,,,,,,,PAFAH1B3,,,Rab6b,
,,,,,,,,,,,,,,,,PRR19,,,Chrm1,
,,,,,,,,,,,,,,,,IRGQ,,,Mzt1,
,,,,,,,,,,,,,,,,ZNF576,,,Eri3,
,,,,,,,,,,,,,,,,ZNF576,,,Ndn,
,,,,,,,,,,,,,,,,ZNF428,,,Ptplad1,
,,,,,,,,,,,,,,,,ZNF180,,,Gabrb3,
,,,,,,,,,,,,,,,,CLPTM1,,,Egr3,
,,,,,,,,,,,,,,,,CLPTM1,,,Wbp2,
,,,,,,,,,,,,,,,,CLPTM1,,,Unc13a,
,,,,,,,,,,,,,,,,IRF2BP1,,,Dhcr24,
,,,,,,,,,,,,,,,,PPP5D1,,,Rnf44,
,,,,,,,,,,,,,,,,CALM3,,,Kcnc2,
,,,,,,,,,,,,,,,,FKRP,,,Hk1,
,,,,,,,,,,,,,,,,STRN4,,,Actr1b,
,,,,,,,,,,,,,,,,ZC3H4,,,Tmem33,
,,,,,,,,,,,,,,,,MEIS3,,,Zfp365,
,,,,,,,,,,,,,,,,KPTN,,,Rgs4,
,,,,,,,,,,,,,,,,NAPA-AS1,,,Tspyl5,
,,,,,,,,,,,,,,,,GLTSCR1,,,Osbpl2,
,,,,,,,,,,,,,,,,DBP,,,Hrh3,
,,,,,,,,,,,,,,,,SEC1P,,,Camk1d,
,,,,,,,,,,,,,,,,SNRNP70,,,Tspyl4,
,,,,,,,,,,,,,,,,PRR12,,,Fam100a,
,,,,,,,,,,,,,,,,LRRC4B,,,Dock3,
,,,,,,,,,,,,,,,,PPP2R1A,,,Ckap5,
,,,,,,,,,,,,,,,,CNOT3,,,Rimklb,
,,,,,,,,,,,,,,,,LENG8,,,Ttc3,
,,,,,,,,,,,,,,,,PPP6R1,,,Reps2,
,,,,,,,,,,,,,,,,ZNF628,,,Htr2c,
,,,,,,,,,,,,,,,,ZNF579,,,Eif2c1,
,,,,,,,,,,,,,,,,FIZ1,,,Tpp2,
,,,,,,,,,,,,,,,,ZNF524,,,Enc1,
,,,,,,,,,,,,,,,,ZNF580,,,Sestd1,
,,,,,,,,,,,,,,,,ZNF580,,,Tmem183a,
,,,,,,,,,,,,,,,,ZNF580,,,Golga7b,
,,,,,,,,,,,,,,,,ZNF581,,,Ypel3,
,,,,,,,,,,,,,,,,LOC100128398,,,Bex2,
,,,,,,,,,,,,,,,,ZNF606,,,Gng2,
,,,,,,,,,,,,,,,,ZBTB45,,,2510009E07Rik,
,,,,,,,,,,,,,,,,LOC100131691,,,Ankrd43,
,,,,,,,,,,,,,,,,UBE2M,,,Dcaf12l1,
,,,,,,,,,,,,,,,,PXDN,,,Camk2n1,
,,,,,,,,,,,,,,,,MBOAT2,,,Fam54b,
,,,,,,,,,,,,,,,,ASAP2,,,Epm2aip1,
,,,,,,,,,,,,,,,,YWHAQ,,,Nipa1,
,,,,,,,,,,,,,,,,ODC1,,,Ythdf3,
,,,,,,,,,,,,,,,,SNORA80B,,,Tspyl1,
,,,,,,,,,,,,,,,,LPIN1,,,Diras2,
,,,,,,,,,,,,,,,,NBAS,,,Rbm33,
,,,,,,,,,,,,,,,,RDH14,,,Scrt1,
,,,,,,,,,,,,,,,,TTC32,,,Lonrf2,
,,,,,,,,,,,,,,,,RHOB,,,Cdk5r1,
,,,,,,,,,,,,,,,,ATAD2B,,,Ubqln2,
,,,,,,,,,,,,,,,,DNAJC27,,,Zfp46,
,,,,,,,,,,,,,,,,DNAJC27-AS1,,,Ncald,
,,,,,,,,,,,,,,,,DNMT3A,,,Trim32,
,,,,,,,,,,,,,,,,DNMT3A,,,Sox12,
,,,,,,,,,,,,,,,,KIF3C,,,Arf3,
,,,,,,,,,,,,,,,,DPYSL5,,,Cdc42se2,
,,,,,,,,,,,,,,,,DPYSL5,,,Reep1,
,,,,,,,,,,,,,,,,DPYSL5,,,Mat2a,
,,,,,,,,,,,,,,,,ATRAID,,,Fut9,
,,,,,,,,,,,,,,,,ATRAID,,,Prdm2,
,,,,,,,,,,,,,,,,SLC5A6,,,Grlf1,
,,,,,,,,,,,,,,,,GTF3C2,,,Pde1a,
,,,,,,,,,,,,,,,,EIF2B4,,,Cend1,
,,,,,,,,,,,,,,,,EIF2B4,,,Bod1l,
,,,,,,,,,,,,,,,,SNX17,,,Lancl2,
,,,,,,,,,,,,,,,,NRBP1,,,Tmem65,
,,,,,,,,,,,,,,,,PPP1CB,,,Srsf3,
,,,,,,,,,,,,,,,,PPP1CB,,,Fnbp1,
,,,,,,,,,,,,,,,,WDR43,,,Cdk5r2,
,,,,,,,,,,,,,,,,CLIP4,,,Snrpn,
,,,,,,,,,,,,,,,,YPEL5,,,Cbx5,
,,,,,,,,,,,,,,,,MEMO1,,,D16H22S680E,
,,,,,,,,,,,,,,,,BIRC6,,,Ahi1,
,,,,,,,,,,,,,,,,CDC42EP3,,,Synj1,
,,,,,,,,,,,,,,,,CDC42EP3,,,Add3,
,,,,,,,,,,,,,,,,ATL2,,,R3hdm2,
,,,,,,,,,,,,,,,,HNRPLL,,,Slc39a10,
,,,,,,,,,,,,,,,,PPM1B,,,Inpp4a,
